,tenure,TotalCharges,OnlineSecurity,OnlineBackup,TechSupport,Contract,Churn
2537,72,8164.1,Yes,Yes,Yes,Two year,No
154,6,113.5,No internet service,No internet service,No internet service,Month-to-month,No
3009,1,25.0,No internet service,No internet service,No internet service,Month-to-month,No
1686,26,1616.15,No,Yes,Yes,Month-to-month,Yes
2901,72,6843.15,Yes,Yes,No,Two year,No
6972,56,6418.9,No,Yes,Yes,One year,Yes
4721,1,20.25,No internet service,No internet service,No internet service,Month-to-month,Yes
3863,17,1742.5,No,Yes,No,Month-to-month,No
2733,1,55.3,No,No,No,Month-to-month,No
1895,68,5882.75,Yes,Yes,Yes,Two year,No
5442,61,1498.35,No internet service,No internet service,No internet service,Two year,No
569,11,422.6,No,Yes,Yes,One year,No
5854,15,720.1,No,No,No,Month-to-month,No
1816,1,19.2,No internet service,No internet service,No internet service,Month-to-month,No
2065,34,2896.6,No,No,No,Month-to-month,No
127,72,1723.95,No internet service,No internet service,No internet service,Two year,No
3394,26,1581.95,Yes,Yes,No,One year,No
3327,66,6273.4,No,Yes,No,One year,No
7016,1,49.95,No,Yes,No,Month-to-month,No
6102,64,5484.4,Yes,No,Yes,Two year,No
2975,3,196.9,No,No,Yes,Month-to-month,No
980,20,413.0,No internet service,No internet service,No internet service,Month-to-month,No
2300,48,5037.55,Yes,Yes,No,One year,Yes
190,43,3173.35,Yes,No,Yes,One year,No
1139,14,228.65,No internet service,No internet service,No internet service,One year,No
5088,57,1272.05,No internet service,No internet service,No internet service,Two year,No
699,72,4811.6,Yes,No,Yes,Two year,No
6719,72,1864.2,No internet service,No internet service,No internet service,Two year,No
606,38,3084.9,Yes,No,Yes,Two year,No
4276,2,114.7,No,Yes,No,Month-to-month,Yes
301,4,396.1,No,No,No,Month-to-month,Yes
3420,26,1800.05,Yes,Yes,No,Month-to-month,No
6777,3,92.25,No,No,Yes,Month-to-month,No
1060,26,505.9,No internet service,No internet service,No internet service,One year,No
6834,15,603.0,No,Yes,No,Two year,No
6898,22,2090.25,No,Yes,No,One year,No
2565,13,332.5,No internet service,No internet service,No internet service,Two year,No
7029,6,263.05,No,No,No,Month-to-month,No
1069,20,1055.9,Yes,No,Yes,One year,No
2524,72,1529.65,No internet service,No internet service,No internet service,Two year,No
2205,34,3343.15,No,Yes,No,One year,No
1243,1,45.3,No,No,No,Month-to-month,Yes
16,52,1022.95,No internet service,No internet service,No internet service,One year,No
3120,69,1718.35,No internet service,No internet service,No internet service,Two year,No
7019,39,826.0,No internet service,No internet service,No internet service,Two year,No
4642,65,4820.15,Yes,No,Yes,Two year,Yes
4754,68,1728.2,No internet service,No internet service,No internet service,Two year,No
815,25,2088.05,No,No,No,Month-to-month,No
3067,6,556.35,No,Yes,No,Month-to-month,Yes
6724,64,4481.0,Yes,Yes,Yes,Two year,Yes
5600,7,529.5,No,No,No,Month-to-month,Yes
959,32,2723.75,No,Yes,No,Month-to-month,No
6427,41,802.35,No internet service,No internet service,No internet service,Two year,No
4893,2,74.9,No,No,No,Month-to-month,Yes
225,24,1288.75,Yes,No,No,One year,No
6170,1,19.4,No internet service,No internet service,No internet service,Month-to-month,No
3354,54,2369.7,Yes,No,Yes,One year,No
5895,39,2341.5,No,No,No,Month-to-month,No
2485,14,1072.0,No,No,No,Month-to-month,Yes
562,7,516.15,Yes,No,No,Month-to-month,No
3436,25,516.3,No internet service,No internet service,No internet service,One year,No
6373,44,4122.9,No,No,No,Month-to-month,No
6181,61,6241.35,No,No,No,One year,No
1693,72,8375.05,Yes,Yes,Yes,Two year,No
1045,43,4209.95,No,No,No,Month-to-month,No
3446,58,6332.75,Yes,Yes,No,One year,No
4565,71,4689.15,Yes,Yes,Yes,One year,No
954,22,2162.6,No,No,No,Month-to-month,No
7015,34,2874.45,No,No,No,Month-to-month,No
2735,52,3829.75,No,No,No,Month-to-month,No
6904,64,2751.0,No,Yes,Yes,Month-to-month,No
4735,44,3704.15,No,Yes,Yes,One year,No
6780,13,559.2,No,No,No,Month-to-month,No
1218,24,2282.55,No,Yes,No,Month-to-month,Yes
5254,70,7842.3,Yes,Yes,Yes,Two year,No
5511,70,5289.8,Yes,No,Yes,Two year,No
6748,1,85.0,No,No,No,Month-to-month,Yes
1527,72,1493.75,No internet service,No internet service,No internet service,Two year,No
3987,11,837.95,No,No,No,Month-to-month,Yes
7021,12,727.8,No,No,Yes,One year,Yes
1300,72,7962.2,No,Yes,Yes,Two year,No
6886,8,780.5,No,No,No,Month-to-month,Yes
5699,15,1219.85,No,No,No,Month-to-month,No
160,13,764.55,Yes,Yes,No,Month-to-month,No
4067,68,5515.8,Yes,Yes,Yes,Two year,No
5800,17,1345.65,No,No,No,Month-to-month,No
956,71,1813.35,No internet service,No internet service,No internet service,Two year,No
3791,6,435.0,No,No,No,Month-to-month,No
3234,24,452.55,No internet service,No internet service,No internet service,Two year,No
2869,6,455.3,No,No,No,Month-to-month,Yes
3777,47,890.5,No internet service,No internet service,No internet service,Two year,No
4433,4,302.35,No,No,No,Month-to-month,No
4973,13,1261.0,Yes,Yes,No,Month-to-month,No
6015,3,233.65,Yes,No,No,Month-to-month,No
2961,12,648.65,No,Yes,Yes,Month-to-month,No
5980,17,1387.35,Yes,Yes,Yes,One year,No
2200,19,1045.25,No,Yes,No,One year,No
98,52,1107.2,No internet service,No internet service,No internet service,Two year,No
6844,29,2623.65,No,Yes,Yes,Month-to-month,No
2557,3,141.7,No,No,No,Month-to-month,No
3183,3,93.7,No,No,No,Month-to-month,Yes
253,32,2633.3,No,Yes,Yes,One year,No
3923,1,80.85,No,No,No,Month-to-month,Yes
4199,55,5743.05,No,No,Yes,One year,Yes
1445,20,2031.95,No,No,Yes,Month-to-month,No
5539,22,433.5,No internet service,No internet service,No internet service,One year,No
1648,60,4859.1,Yes,No,No,Month-to-month,No
4682,27,2467.75,No,No,No,Month-to-month,Yes
4723,1,74.35,No,Yes,No,Month-to-month,Yes
3991,4,362.2,No,Yes,Yes,Month-to-month,Yes
1696,3,264.8,No,No,No,Month-to-month,Yes
3191,12,381.2,No,Yes,No,Month-to-month,No
6197,17,900.5,No,No,Yes,Month-to-month,Yes
6295,48,1027.25,No internet service,No internet service,No internet service,Two year,No
4499,12,909.25,Yes,No,No,Month-to-month,Yes
1154,45,1138.8,No internet service,No internet service,No internet service,Two year,No
2255,1,51.2,Yes,No,No,Month-to-month,No
1682,72,6083.1,Yes,Yes,No,Two year,No
3170,28,2688.45,No,Yes,No,One year,No
2056,51,4085.75,No,Yes,No,Month-to-month,No
4090,1,49.9,Yes,No,No,Month-to-month,No
6865,8,564.35,Yes,No,Yes,Two year,No
3108,43,4532.3,Yes,Yes,Yes,One year,No
4548,22,1855.65,No,Yes,No,Month-to-month,Yes
3723,18,357.0,No internet service,No internet service,No internet service,Month-to-month,No
6397,54,3529.95,No,No,Yes,One year,No
5423,13,1008.7,No,No,No,Month-to-month,Yes
2049,69,5869.4,No,Yes,No,Month-to-month,No
4976,66,3708.4,No,Yes,No,Two year,No
3643,53,990.45,No internet service,No internet service,No internet service,One year,No
6944,3,53.05,No internet service,No internet service,No internet service,Month-to-month,No
623,20,406.95,No internet service,No internet service,No internet service,Two year,No
6489,1,18.85,No internet service,No internet service,No internet service,Month-to-month,Yes
6772,38,2354.8,No,No,Yes,One year,Yes
5883,13,275.4,No internet service,No internet service,No internet service,Month-to-month,No
262,57,4925.35,No,Yes,No,Month-to-month,No
5730,67,1311.3,No internet service,No internet service,No internet service,Two year,No
3369,11,580.8,Yes,No,No,Month-to-month,No
4061,14,709.5,Yes,No,No,Month-to-month,No
5534,21,1747.2,Yes,No,No,Month-to-month,No
6294,1,19.7,No internet service,No internet service,No internet service,Month-to-month,Yes
6065,59,1510.5,No internet service,No internet service,No internet service,Two year,No
6616,43,4528.0,No,Yes,No,Month-to-month,Yes
1802,7,280.0,Yes,Yes,No,Two year,No
4736,56,4620.4,Yes,Yes,Yes,Two year,No
7027,13,931.55,No,Yes,Yes,Month-to-month,No
2385,3,90.05,No,Yes,No,Month-to-month,No
6694,8,645.8,Yes,Yes,Yes,Two year,No
5759,1,70.15,No,No,No,Month-to-month,Yes
1959,5,163.55,No,Yes,Yes,Month-to-month,No
2976,19,439.2,No internet service,No internet service,No internet service,Month-to-month,No
488,0,,Yes,No,Yes,Two year,No
1843,71,1415.85,No internet service,No internet service,No internet service,Two year,No
1734,9,418.8,No,No,No,Month-to-month,Yes
2911,1,73.5,No,No,No,Month-to-month,Yes
3219,24,571.75,No internet service,No internet service,No internet service,Two year,No
146,3,61.35,No internet service,No internet service,No internet service,One year,No
5630,39,3994.45,No,Yes,No,Month-to-month,Yes
1986,69,6398.05,No,Yes,Yes,Two year,No
1369,33,2033.85,Yes,Yes,No,Month-to-month,No
6546,24,1275.7,Yes,No,No,Month-to-month,No
6051,16,275.7,No internet service,No internet service,No internet service,Month-to-month,No
2811,39,757.95,No internet service,No internet service,No internet service,Two year,No
659,37,697.65,No internet service,No internet service,No internet service,Month-to-month,No
1794,71,6293.75,Yes,Yes,Yes,Two year,No
2511,29,2656.7,Yes,No,No,One year,No
3397,68,6424.7,Yes,Yes,Yes,Two year,No
4282,52,5301.1,No,No,No,One year,No
1147,3,170.5,No,No,No,Month-to-month,No
3272,1,81.7,Yes,No,No,Month-to-month,Yes
608,72,8306.05,Yes,Yes,Yes,Two year,No
6287,26,2254.2,No,No,No,Month-to-month,Yes
3582,3,232.35,No,No,No,Month-to-month,No
1930,3,76.95,No internet service,No internet service,No internet service,Month-to-month,No
197,59,6519.75,No,Yes,Yes,Month-to-month,No
2931,33,3465.05,No,Yes,No,Month-to-month,No
2327,26,2067.0,No,No,No,Month-to-month,No
4389,30,2936.25,Yes,No,No,Month-to-month,No
766,22,1600.25,No,Yes,No,Month-to-month,No
4496,72,6595.9,Yes,Yes,Yes,Two year,No
4218,7,152.95,No internet service,No internet service,No internet service,Month-to-month,No
3255,66,7210.85,Yes,Yes,Yes,One year,No
202,71,7405.5,Yes,No,No,Two year,No
3510,8,576.7,No,No,No,Month-to-month,No
4931,15,1539.8,No,No,Yes,Month-to-month,No
6390,70,7475.1,No,Yes,Yes,One year,No
5535,55,4657.95,Yes,No,Yes,Two year,No
1733,1,19.05,No internet service,No internet service,No internet service,Month-to-month,No
5791,63,6444.05,No,Yes,No,Month-to-month,No
2777,10,185.4,No internet service,No internet service,No internet service,Month-to-month,No
1707,3,196.4,No,No,No,Month-to-month,No
5172,54,1149.65,No internet service,No internet service,No internet service,Two year,No
5249,72,4671.7,Yes,Yes,Yes,Two year,No
5757,28,734.6,No internet service,No internet service,No internet service,Month-to-month,No
3474,65,5688.45,Yes,Yes,No,Month-to-month,No
6528,70,1458.1,No internet service,No internet service,No internet service,Two year,No
5855,55,2832.75,Yes,No,No,Month-to-month,No
854,68,1424.9,No internet service,No internet service,No internet service,Two year,No
5685,45,903.7,No internet service,No internet service,No internet service,Two year,No
6363,9,708.2,Yes,No,No,Month-to-month,No
4737,72,8312.75,Yes,Yes,Yes,Two year,No
4097,64,6171.2,No,Yes,Yes,Month-to-month,No
2160,72,6096.9,Yes,Yes,Yes,Two year,No
698,47,4018.05,No,Yes,No,One year,No
6969,1,20.5,No internet service,No internet service,No internet service,Month-to-month,Yes
2999,19,414.95,No internet service,No internet service,No internet service,Month-to-month,No
3696,6,270.8,No,No,Yes,Month-to-month,Yes
1636,48,1133.7,No internet service,No internet service,No internet service,One year,No
3457,1,19.5,No internet service,No internet service,No internet service,Month-to-month,No
3581,63,4674.55,Yes,Yes,Yes,Two year,No
1291,8,632.95,Yes,No,No,Month-to-month,Yes
4659,65,6725.3,Yes,No,No,Two year,No
6585,43,817.95,No internet service,No internet service,No internet service,One year,No
5616,38,2076.05,Yes,Yes,No,Month-to-month,No
1853,1,45.15,No,No,No,Month-to-month,Yes
5232,2,40.25,No internet service,No internet service,No internet service,Month-to-month,No
3763,4,307.4,No,No,No,Month-to-month,Yes
3304,69,7634.25,No,Yes,Yes,Two year,No
6922,3,221.1,No,Yes,No,Month-to-month,No
5727,70,7689.8,No,Yes,Yes,Two year,No
3743,4,219.65,Yes,No,No,Month-to-month,Yes
3445,46,4594.65,No,Yes,Yes,One year,No
1998,2,97.1,No,No,No,Month-to-month,Yes
663,65,4459.15,Yes,Yes,No,Two year,No
4779,19,1743.05,No,No,No,Month-to-month,No
5353,21,1393.6,No,No,No,Month-to-month,No
3748,48,3771.5,No,Yes,Yes,Two year,No
4413,17,1496.9,No,Yes,No,Month-to-month,Yes
4744,64,1198.05,No internet service,No internet service,No internet service,Two year,No
5530,66,6056.9,No,No,No,One year,No
5575,70,5445.95,Yes,Yes,Yes,One year,No
709,29,2211.8,No,Yes,No,Month-to-month,No
1282,1,62.8,No,No,No,Month-to-month,No
5864,47,921.55,No internet service,No internet service,No internet service,Two year,No
5068,71,1493.2,No internet service,No internet service,No internet service,Two year,No
2675,42,828.85,No internet service,No internet service,No internet service,Two year,No
6776,62,4819.75,Yes,No,Yes,Two year,No
4029,56,2560.1,Yes,Yes,Yes,Two year,No
1306,70,8127.6,Yes,Yes,Yes,One year,Yes
5496,43,1077.95,No internet service,No internet service,No internet service,Two year,No
5504,44,3912.9,No,Yes,No,One year,Yes
2237,27,1246.4,No,Yes,No,One year,No
3302,31,3066.45,No,Yes,No,One year,Yes
5592,13,265.75,No internet service,No internet service,No internet service,Two year,No
2038,26,2361.8,No,No,No,Month-to-month,Yes
1529,59,1057.85,No internet service,No internet service,No internet service,Two year,No
1663,51,4812.75,No,No,No,Month-to-month,Yes
5450,1,84.65,No,No,No,Month-to-month,Yes
6952,48,5121.3,No,Yes,No,Month-to-month,Yes
6978,70,5617.95,Yes,Yes,Yes,Two year,No
3627,16,296.15,No internet service,No internet service,No internet service,One year,No
5739,67,6989.7,No,Yes,Yes,Two year,No
5147,28,810.85,No,No,Yes,Month-to-month,No
4891,4,250.1,No,No,No,Month-to-month,No
2693,72,1414.8,No internet service,No internet service,No internet service,Two year,No
3060,25,970.4,No,No,No,One year,No
1597,48,4473.45,Yes,Yes,No,Two year,No
6700,72,7565.35,No,Yes,No,Two year,No
2729,2,169.8,No,No,No,Month-to-month,Yes
2625,56,4922.4,Yes,Yes,No,Month-to-month,No
5915,69,1268.85,No internet service,No internet service,No internet service,Two year,No
3157,9,431.0,No,No,No,Month-to-month,Yes
3314,37,3019.1,No,Yes,No,One year,No
1722,51,2928.5,No,Yes,No,One year,No
5279,70,1790.15,No internet service,No internet service,No internet service,Two year,No
6668,38,3988.5,No,No,Yes,Month-to-month,No
1059,23,1943.2,No,No,Yes,Month-to-month,Yes
4636,44,860.85,No internet service,No internet service,No internet service,One year,No
3242,5,106.9,No internet service,No internet service,No internet service,Two year,No
1678,67,7035.6,Yes,Yes,Yes,One year,No
6374,72,1482.3,No internet service,No internet service,No internet service,Two year,No
6628,7,633.45,No,Yes,No,One year,No
1757,54,4362.05,No,Yes,Yes,Two year,No
6019,41,3263.9,No,Yes,No,One year,No
4191,63,6871.7,No,Yes,Yes,Month-to-month,No
5116,1,70.4,No,No,No,Month-to-month,Yes
563,59,5861.75,No,No,No,Two year,No
2790,50,5551.15,Yes,Yes,Yes,Two year,Yes
863,3,307.4,No,Yes,No,Month-to-month,Yes
1484,71,7213.75,No,Yes,No,Two year,No
5977,57,1125.6,No internet service,No internet service,No internet service,Two year,No
5134,15,1217.25,No,Yes,No,Month-to-month,Yes
206,72,4179.2,Yes,Yes,Yes,Two year,No
4488,42,3229.4,Yes,No,No,Month-to-month,Yes
870,72,7015.9,Yes,No,Yes,Two year,No
4493,18,454.65,No internet service,No internet service,No internet service,Two year,No
502,70,4543.15,Yes,No,No,One year,No
1028,26,2070.6,No,No,No,Month-to-month,Yes
3840,64,1740.8,No internet service,No internet service,No internet service,Two year,No
2690,8,583.45,No,No,No,Month-to-month,Yes
5581,68,7856.0,Yes,Yes,Yes,Two year,Yes
6756,22,1938.9,No,No,No,Month-to-month,No
5056,72,5893.9,Yes,No,Yes,Two year,No
1570,23,478.75,No internet service,No internet service,No internet service,Two year,No
2773,24,688.0,No,No,No,Month-to-month,No
5991,16,1483.25,Yes,No,No,Month-to-month,Yes
2731,63,6780.1,Yes,Yes,No,Month-to-month,No
6242,72,7658.3,Yes,Yes,Yes,Two year,No
804,6,489.45,No,Yes,No,Month-to-month,Yes
5847,62,5757.2,No,No,No,One year,No
3645,9,157.65,No internet service,No internet service,No internet service,Month-to-month,No
2454,71,1719.15,No internet service,No internet service,No internet service,Two year,No
4598,18,969.85,Yes,No,No,Month-to-month,No
3104,9,678.45,No,No,No,Month-to-month,No
4875,48,5438.9,Yes,Yes,Yes,Month-to-month,Yes
5959,33,641.35,No internet service,No internet service,No internet service,Two year,No
200,27,2681.15,Yes,No,Yes,One year,No
6278,70,7188.5,No,No,Yes,Two year,No
3099,17,353.65,No internet service,No internet service,No internet service,One year,No
6184,41,2237.55,No,No,No,Month-to-month,No
2278,7,340.35,Yes,No,No,Month-to-month,No
3561,26,2088.8,No,No,Yes,Month-to-month,Yes
5892,10,524.5,Yes,No,No,Month-to-month,No
4474,57,3090.05,No,No,Yes,Two year,No
6432,35,2130.45,Yes,Yes,No,Month-to-month,No
4514,28,2244.95,No,No,No,Month-to-month,No
5794,72,7932.5,No,Yes,Yes,Two year,No
391,27,2309.55,No,Yes,Yes,Month-to-month,No
6736,67,1411.9,No internet service,No internet service,No internet service,Two year,No
5618,11,215.25,No internet service,No internet service,No internet service,Month-to-month,No
5258,69,7220.35,No,Yes,Yes,One year,Yes
1495,52,4993.4,Yes,Yes,No,Month-to-month,No
2695,52,4354.45,Yes,Yes,Yes,One year,No
2027,24,456.85,No internet service,No internet service,No internet service,One year,No
5248,12,264.55,No internet service,No internet service,No internet service,Two year,No
5463,1,44.35,No,No,No,Month-to-month,Yes
2568,15,278.85,No internet service,No internet service,No internet service,Two year,No
64,9,857.25,No,No,No,Month-to-month,Yes
3884,18,1594.75,No,No,Yes,Month-to-month,No
2062,66,1683.6,No internet service,No internet service,No internet service,Two year,No
5276,46,2560.1,Yes,No,Yes,One year,No
492,2,139.4,Yes,No,No,Month-to-month,Yes
379,17,1410.25,No,No,Yes,One year,No
6331,47,1794.8,Yes,No,Yes,One year,No
4859,63,6991.9,Yes,Yes,No,Two year,No
6360,1,20.3,No internet service,No internet service,No internet service,Month-to-month,Yes
3993,70,4891.5,Yes,Yes,Yes,Two year,No
4887,38,781.25,No internet service,No internet service,No internet service,Month-to-month,No
1076,58,1497.9,No internet service,No internet service,No internet service,One year,No
878,60,4039.5,Yes,No,Yes,One year,No
337,68,6148.45,Yes,Yes,Yes,Two year,No
6863,48,2985.25,Yes,No,Yes,One year,No
6439,35,3756.45,Yes,No,Yes,Month-to-month,No
1016,71,5585.4,Yes,Yes,Yes,Two year,No
